Survived,Pclass,Sex,Age,Fare,Family_cnt,Cabin_ind
1,3,female,29.69911764705882,7.7375,0,0
0,2,male,25.0,26.0,1,0
0,3,female,25.0,7.925,1,0
1,1,female,29.0,211.3375,0,1
0,3,male,11.0,18.7875,0,0
0,2,male,29.69911764705882,0.0,0,0
0,2,male,23.0,13.0,0,0
0,2,male,23.0,13.0,0,0
0,3,male,28.5,16.1,0,0
0,3,female,48.0,34.375,4,0
1,1,male,35.0,512.3292,0,1
0,3,male,29.69911764705882,7.8958,0,0
0,3,male,29.69911764705882,7.8958,0,0
1,1,male,29.69911764705882,30.0,0,1
0,1,male,36.0,78.85,1,1
1,1,female,21.0,262.375,4,1
0,3,male,24.0,16.1,1,0
1,3,male,31.0,7.925,0,0
0,1,male,70.0,71.0,2,1
0,3,male,16.0,20.25,2,0
1,2,female,30.0,13.0,0,0
0,1,male,19.0,53.1,1,1
0,3,male,31.0,7.75,0,0
1,2,female,4.0,23.0,2,0
1,3,male,6.0,12.475,1,1
0,3,male,33.0,9.5,0,0
0,3,male,23.0,7.8958,0,0
1,2,female,48.0,65.0,3,0
1,2,male,0.67,14.5,2,0
0,3,male,28.0,7.7958,0,0
0,2,male,18.0,11.5,0,0
0,3,male,34.0,8.05,0,0
1,1,female,33.0,86.5,0,1
0,3,male,29.69911764705882,14.5,0,0
0,3,male,41.0,7.125,0,0
1,3,male,20.0,7.2292,0,0
1,1,female,36.0,120.0,3,1
0,3,male,16.0,7.775,0,0
1,1,female,51.0,77.9583,1,1
0,1,male,29.69911764705882,39.6,0,0
0,3,female,30.5,7.75,0,0
0,3,male,29.69911764705882,24.15,1,0
0,3,male,32.0,8.3625,0,0
0,3,male,24.0,9.5,0,0
0,3,male,48.0,7.8542,0,0
0,2,female,57.0,10.5,0,1
0,3,male,29.69911764705882,7.225,0,0
1,2,female,54.0,23.0,4,0
0,3,male,18.0,7.75,0,0
0,3,male,29.69911764705882,7.75,0,1
1,3,female,5.0,12.475,0,0
0,3,male,29.69911764705882,7.7375,0,0
1,1,female,43.0,211.3375,1,1
1,3,female,13.0,7.2292,0,0
1,1,female,17.0,57.0,1,1
0,1,male,29.0,30.0,0,1
0,3,male,29.69911764705882,23.45,3,0
0,3,male,25.0,7.05,0,0
0,3,male,25.0,7.25,0,0
1,3,female,18.0,7.4958,0,0
0,3,male,8.0,29.125,5,0
1,3,male,1.0,20.575,3,0
0,1,male,46.0,79.2,0,1
0,3,male,29.69911764705882,7.75,0,0
0,2,male,16.0,26.0,0,0
0,3,female,29.69911764705882,69.55,10,0
0,1,male,29.69911764705882,30.6958,0,0
0,3,male,25.0,7.8958,0,0
0,2,male,39.0,13.0,0,0
1,1,female,49.0,25.9292,0,1
1,3,female,31.0,8.6833,0,0
0,3,male,30.0,7.2292,0,0
0,3,female,30.0,24.15,2,0
0,2,male,34.0,13.0,0,0
1,2,female,31.0,26.25,2,0
1,1,male,11.0,120.0,3,1
1,3,male,0.42,8.5167,1,0
1,3,male,27.0,6.975,0,0
0,3,male,31.0,7.775,0,0
0,1,male,39.0,0.0,0,1
0,3,female,18.0,7.775,0,0
0,2,male,39.0,13.0,0,0
1,1,female,33.0,53.1,1,1
0,3,male,26.0,7.8875,0,0
0,3,male,39.0,24.15,0,0
0,2,male,35.0,10.5,0,0
0,3,female,6.0,31.275,6,0
0,3,male,30.5,8.05,0,0
0,1,male,29.69911764705882,0.0,0,1
0,3,female,23.0,7.925,0,0
0,2,male,31.0,37.0042,2,0
0,3,male,43.0,6.45,0,0
0,3,male,10.0,27.9,5,0
1,1,female,52.0,93.5,2,1
1,3,male,27.0,8.6625,0,0
0,1,male,38.0,0.0,0,0
1,3,female,27.0,12.475,1,1
0,3,male,2.0,39.6875,5,0
0,3,male,29.69911764705882,6.95,0,0
0,3,male,29.69911764705882,56.4958,0,0
1,2,male,1.0,37.0042,2,0
1,3,male,29.69911764705882,7.75,0,0
1,1,female,62.0,80.0,0,1
1,3,female,15.0,14.4542,1,0
1,2,male,0.83,18.75,2,0
0,3,male,29.69911764705882,7.2292,0,0
0,3,male,23.0,7.8542,0,0
0,3,male,18.0,8.3,0,0
1,1,female,39.0,83.1583,2,1
0,3,male,21.0,8.6625,0,0
0,3,male,29.69911764705882,8.05,0,0
1,3,male,32.0,56.4958,0,0
1,1,male,29.69911764705882,29.7,0,1
0,3,male,20.0,7.925,0,0
0,2,male,16.0,10.5,0,0
1,1,female,30.0,31.0,0,0
0,3,male,34.5,6.4375,0,0
0,3,male,17.0,8.6625,0,0
0,3,male,42.0,7.55,0,0
0,3,male,29.69911764705882,69.55,10,0
0,3,male,35.0,7.8958,0,0
0,2,male,28.0,33.0,1,0
1,1,female,29.69911764705882,89.1042,1,1
0,3,male,4.0,31.275,6,0
0,3,male,74.0,7.775,0,0
0,3,female,9.0,15.2458,2,0
1,1,female,16.0,39.4,1,1
0,2,female,44.0,26.0,1,0
1,3,female,18.0,9.35,1,0
1,1,female,45.0,164.8667,2,0
1,1,male,51.0,26.55,0,1
1,3,female,24.0,19.2583,3,0
0,3,male,29.69911764705882,7.2292,0,0
0,3,male,41.0,14.1083,2,0
0,2,male,21.0,11.5,1,0
1,1,female,48.0,25.9292,0,1
0,3,female,29.69911764705882,69.55,10,0
0,2,male,24.0,13.0,0,0
1,2,female,42.0,13.0,0,0
1,2,female,27.0,13.8583,1,0
0,1,male,31.0,50.4958,0,1
0,3,male,29.69911764705882,9.5,0,0
1,3,male,4.0,11.1333,2,0
0,3,male,26.0,7.8958,0,0
1,1,female,47.0,52.5542,2,1
0,1,male,33.0,5.0,0,1
0,3,male,47.0,9.0,0,0
1,2,female,28.0,24.0,1,0
1,3,female,15.0,7.225,0,0
0,3,male,20.0,9.8458,0,0
0,3,male,19.0,7.8958,0,0
0,3,male,29.69911764705882,7.8958,0,0
1,1,female,56.0,83.1583,1,1
1,2,female,25.0,26.0,1,0
0,3,male,33.0,7.8958,0,0
0,3,female,22.0,10.5167,0,0
0,2,male,28.0,10.5,0,0
0,3,male,25.0,7.05,0,0
0,3,female,39.0,29.125,5,0
0,2,male,27.0,13.0,0,0
1,1,female,19.0,30.0,0,1
0,3,female,29.69911764705882,23.45,3,0
1,1,male,26.0,30.0,0,1
0,3,male,32.0,7.75,0,0
